Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Dreggsverein,5,D. Prescott QB - DAL,12.04,J. Taylor RB - IND,29.8,J. Croskey-Merritt RB - WAS,9.1,J. Jefferson WR - MIN,7.5,M. Nabers WR - NYG,1.3,T. Kraft TE - GB,2.9,J. Conner RB - ARI,3.7,S. Shrader K - IND,11.6,Broncos DEF,9.0,E. Egbuka WR - TB,8.5,T. McMillan WR - CAR,4.8,J. Williams WR - DET,4.3,N. Chubb RB - HOU,4.0,T. Hunter WR - JAX,2.1,J. Daniels QB - WAS,0.0,G. Kittle TE - SF,0.0,86.94,oG United,126.62
oG United,1,L. Jackson QB - BAL,27.02,J. Mason RB - MIN,23.6,K. Walker RB - SEA,17.0,N. Collins WR - HOU,14.4,D. London WR - ATL,5.5,J. Johnson TE - NO,5.1,C. Lamb WR - DAL,0.0,K. Fairbairn K - HOU,4.0,Vikings DEF,30.0,D. Smith WR - PHI,12.0,C. Hubbard RB - CAR,7.6,T. Benson RB - ARI,5.1,T. Henderson RB - NE,4.7,H. Brown WR - KC,4.2,D. Samuel WR - WAS,2.9,,,126.62,Dreggsverein,86.94
Snatchville Lubricators,8,P. Mahomes QB - KC,13.16,D. Henry RB - BAL,9.7,C. Brown RB - CIN,2.0,A. St. Brown WR - DET,13.7,T. Higgins WR - CIN,1.5,B. Bowers TE - LV,5.8,R. Stevenson RB - NE,1.6,B. Aubrey K - DAL,8.6,Bills DEF,2.0,D. Maye QB - NE,19.22,C. Sutton WR - DEN,17.8,Q. Judkins RB - CLE,15.5,J. Dobbins RB - DEN,14.3,K. Shakir WR - BUF,10.5,J. Waddle WR - MIA,9.9,J. Mixon RB - HOU,0.0,58.06,Suckme Mourdock Network,84.82
Suckme Mourdock Network,7,J. Allen QB - BUF,23.02,A. Jeanty RB - LV,6.3,J. Williams RB - DAL,7.2,P. Nacua WR - LAR,11.8,M. Harrison WR - ARI,4.4,S. LaPorta TE - DET,3.3,J. Cook RB - BUF,17.8,J. Elliott K - PHI,3.0,Packers DEF,8.0,O. Hampton RB - LAC,18.9,C. Olave WR - NO,5.7,T. Tracy RB - NYG,3.6,C. Kupp WR - SEA,3.1,J. Jeudy WR - CLE,1.7,X. Worthy WR - KC,0.0,,,84.82,Snatchville Lubricators,58.06
Talahon United,3,J. Hurts QB - PHI,29.04,J. Gibbs RB - DET,21.9,B. Hall RB - NYJ,5.2,B. Thomas WR - JAX,5.5,T. Hill WR - MIA,10.9,T. Hockenson TE - MIN,10.9,B. Irving RB - TB,9.9,C. Boswell K - PIT,3.0,Eagles DEF,9.0,T. Pollard RB - TEN,11.9,R. White RB - TB,1.4,Z. Flowers WR - BAL,1.3,R. Rice WR - KC,0.0,Z. Charbonnet RB - SEA,0.0,J. Addison WR - MIN,0.0,,,105.34,Juschka,86.42
Juschka,6,B. Mayfield QB - TB,17.72,C. McCaffrey RB - SF,14.0,J. Jacobs RB - GB,7.4,J. Chase WR - CIN,3.9,M. Evans WR - TB,9.3,M. Andrews TE - BAL,21.1,D. Swift RB - CHI,7.8,W. Lutz K - DEN,9.2,Ravens DEF,-4.0,G. Wilson WR - NYJ,14.4,D. Adams WR - LAR,11.6,T. Etienne RB - JAX,11.6,R. Dowdle RB - CAR,9.8,C. Ridley WR - TEN,2.7,J. Reed WR - GB,0.0,T. Spears RB - TEN,0.0,86.42,Talahon United,105.34
Extrem durstige Welse,4,D. Jones QB - IND,15.82,B. Robinson RB - ATL,11.1,K. Williams RB - LAR,17.2,L. McConkey WR - LAC,4.1,J. Smith-Njigba WR - SEA,15.6,T. Kelce TE - KC,2.6,J. Warren RB - PIT,8.1,C. Dicker K - LAC,12.5,Colts DEF,13.0,R. Pearsall WR - SF,11.7,J. Love QB - GB,11.12,D. Moore WR - CHI,8.8,A. Kamara RB - NO,5.6,I. Pacheco RB - KC,4.8,B. Robinson RB - SF,2.2,,,100.02,I_hate_Kowa,110.4
I_hate_Kowa,2,J. Herbert QB - LAC,14.6,S. Barkley RB - PHI,5.5,D. Achane RB - MIA,9.1,D. Metcalf WR - PIT,9.2,R. Odunze WR - CHI,12.2,T. McBride TE - ARI,10.3,D. Montgomery RB - DET,28.4,T. Loop K - BAL,7.1,Seahawks DEF,14.0,C. Skattebo RB - NYG,18.1,A. Brown WR - PHI,16.9,G. Pickens WR - DAL,12.8,T. McLaurin WR - WAS,7.4,T. Warren TE - IND,3.8,A. Jones RB - MIN,0.0,,,110.4,Extrem durstige Welse,100.02
