Season	TeamName	RegularSeasonRank	Record	PointsFor	PointsAgainst	PlayoffRank	ManagerName	Moves	Trades	DraftPosition
2019	Erik	1	11-3-0	1641.36	1406.34		Jottage			7
2019	Marv	2	10-4-0	1573.73	1378.65		lancemourdock			1
2019	Benni	3	7-7-0	1391.74	1319.42		ShamH			4
2019	Tommy	4	6-8-0	1410.56	1417.26		theBIGLebronski			6
2019	Juschka	5	6-8-0	1326.66	1450.14		Juschka			8
2019	Simi	6	6-8-0	1276.42	1442.3		Simon2307			2
2019	Ritz	7	6-8-0	1342.33	1421.29		LosSausages			5
2019	Kessi	8	5-9-0	1326.16	1453.56		kesso			3
