TeamName	PlayoffRank	ManagerName	Seed	Week15Pts	Week16Pts
Erik	1	Erik	4	156.42	120.32
Tommy	2	Tommy	2	109.56	85.28
Benni	3	Benni	3	71.54	84.18
Simi	4	Simi	1	51.36	72.72
Ritz	5	Ritz	5	100.00	136.18
Kessi	6	Kessi	7	95.72	104.44
Juschka	7	Juschka	8	92.78	121.12
Marv	8	Marv	6	75.96	68.00
