Season	TeamName	RegularSeasonRank	Record	PointsFor	PointsAgainst	PlayoffRank	ManagerName	Moves	Trades	DraftPosition
2015	Kessi	1	11-3-0	1448.58	1178.28		kesso			
2015	Benni	2	9-5-0	1478.48	1437.7		ShamH			
2015	Ritz	3	8-6-0	1308.28	1272.74		LosSausages			
2015	Simi	4	8-6-0	1433.68	1281.98		Simon2307			
2015	Erik	5	8-6-0	1437.9	1468.16		Jottage			
2015	Tommy	6	4-10-0	1270.86	1358.26		theBIGLebronski			
2015	Marv	7	4-10-0	1210.78	1386.68		lancemourdock			
2015	Juschka	8	4-10-0	1213.6	1418.36		Juschka			
